Order ID,Purchase Date,Ship Date,Return Date,Returned,Continent,Country,City,Store ID,Store Name,Store Type,Channel,Priority,Payment Method,Promotion ID,Promotion Name,Customer ID,Customer Segment,Loyalty Tier,Salesperson ID,Salesperson Department,Product ID,Brand,Product Name,Category,Subcategory,SKU,Quantity,Unit Cost,Unit Price,Discount Amount,Tax Amount,Shipping Cost,Gross Sales,Net Sales,COGS,Gross Profit
O901733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2672,,
O901734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4144,,
O901735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4306,,
O901736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4288,,
O901737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8751,,
O901738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6209,,
O901739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6330,,
O901740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3542,,
O901741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,,
O901742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2680,,
O901743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179,,
O901744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3569,,
O901745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,,
O901746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2829,,
O901747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781,,
O901748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2137,,
O901749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5378,,
O901750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2361,,
O901751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558,,
O901752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457,,
O901753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4178,,
O901754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6663,,
O901755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263,,
O901756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4835,,
O901757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6620,,
O901758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398,,
O901759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,,
O901760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719,,
O901761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3276,,
O901762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,,
O901763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5497,,
O901764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507,,
O901765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,,
O901766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4034,,
O901767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,,
O901768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799,,
O901769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,,
O901770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4601,,
O901771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966,,
O901772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5152,,
O901773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2158,,
O901774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811,,
O901775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5136,,
O901776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6287,,
O901777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4680,,
O901778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4085,,
O901779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211,,
O901780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452,,
O901781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934,,
O901782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2229,,
O901783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,,
O901784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5613,,
O901785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2913,,
O901786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6336,,
O901787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320,,
O901788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164,,
O901789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6365,,
O901790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858,,
O901791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,
O901792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2494,,
O901793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690,,
O901794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414,,
O901795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3067,,
O901796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3380,,
O901797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4730,,
O901798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728,,
O901799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2502,,
O901800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3437,,
O901801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2397,,
O901802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671,,
O901803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448,,
O901804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3050,,
O901805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6001,,
O901806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,,
O901807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,
O901808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,
O901809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870,,
O901810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,,
O901811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,,
O901812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3474,,
O901813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7745,,
O901814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5402,,
O901815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3431,,
O901816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,,
O901817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693,,
O901818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7718,,
O901819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5188,,
O901820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,,
O901821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928,,
O901822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5181,,
O901823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,
O901824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257,,
O901825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2036,,
O901826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,
O901827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6540,,
O901828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2988,,
O901829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146,,
O901830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,,
O901831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3162,,
O901832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009,,
O901833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274,,
O901834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836,,
O901835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590,,
O901836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2847,,
O901837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3262,,
O901838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,
O901839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,
O901840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2241,,
O901841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4264,,
O901842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561,,
O901843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4822,,
O901844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2419,,
O901845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5396,,
O901846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4168,,
O901847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,,
O901848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5364,,
O901849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3099,,
O901850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,
O901851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865,,
O901852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,,
O901853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778,,
O901854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222,,
O901855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,
O901856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,,
O901857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3802,,
O901858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7924,,
O901859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808,,
O901860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3428,,
O901861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7530,,
O901862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8266,,
O901863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832,,
O901864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,
O901865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569,,
O901866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6886,,
O901867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606,,
O901868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198,,
O901869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5268,,
O901870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4270,,
O901871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929,,
O901872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065,,
O901873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3402,,
O901874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,,
O901875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6866,,
O901876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3291,,
O901877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6656,,
O901878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,,
O901879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2505,,
O901880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6136,,
O901881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919,,
O901882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2094,,
O901883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4330,,
O901884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3175,,
O901885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4498,,
O901886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3424,,
O901887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8295,,
O901888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840,,
O901889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2948,,
O901890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096,,
O901891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105,,
O901892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2972,,
O901893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734,,
O901894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353,,
O901895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757,,
O901896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,,
O901897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582,,
O901898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4998,,
O901899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3944,,
O901900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2535,,
O901901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645,,
O901902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,
O901903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2337,,
O901904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3434,,
O901905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,
O901906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1779,,
O901907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,,
O901908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,,
O901909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,,
O901910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5641,,
O901911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,
O901912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4107,,
O901913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3452,,
O901914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4286,,
O901915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5561,,
O901916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8756,,
O901917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249,,
O901918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,,
O901919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,
O901920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,
O901921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,,
O901922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3245,,
O901923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248,,
O901924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120,,
O901925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,
O901926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7307,,
O901927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4170,,
O901928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2488,,
O901929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4166,,
O901930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,,
O901931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716,,
O901932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2044,,
O901933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853,,
O901934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5458,,
O901935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7269,,
O901936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937,,
O901937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5621,,
O901938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,,
O901939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2101,,
O901940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989,,
O901941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,,
O901942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5444,,
O901943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3582,,
O901944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,,
O901945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,
O901946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4523,,
O901947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592,,
O901948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2381,,
O901949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,
O901950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348,,
O901951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2329,,
O901952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,,
O901953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2749,,
O901954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,,
O901955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918,,
O901956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105,,
O901957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064,,
O901958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3648,,
O901959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,,
O901960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7251,,
O901961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158,,
O901962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3956,,
O901963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905,,
O901964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2546,,
O901965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3251,,
O901966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2802,,
O901967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8284,,
O901968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,,
O901969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6723,,
O901970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,,
O901971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900,,
O901972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8424,,
O901973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4304,,
O901974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,,
O901975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4439,,
O901976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4376,,
O901977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8936,,
O901978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4192,,
O901979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741,,
O901980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867,,
O901981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,,
O901982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2444,,
O901983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383,,
O901984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6414,,
O901985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,,
O901986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,,
O901987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,,
O901988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7798,,
O901989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2691,,
O901990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,,
O901991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3903,,
O901992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,
O901993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2704,,
O901994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4401,,
O901995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659,,
O901996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3609,,
O901997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,,
O901998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4315,,
O901999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4723,,
O902000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4845,,
O902001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8736,,
O902002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181,,
O902003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5179,,
O902004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441,,
O902005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,,
O902006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7135,,
O902007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2028,,
O902008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511,,
O902009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8376,,
O902010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2354,,
O902011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144,,
O902012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296,,
O902013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2189,,
O902014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6552,,
O902015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,,
O902016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456,,
O902017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6256,,
O902018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5442,,
O902019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941,,
O902020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5721,,
O902021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5041,,
O902022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8796,,
O902023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,,
O902024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4773,,
O902025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,,
O902026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4720,,
O902027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2608,,
O902028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4604,,
O902029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379,,
O902030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749,,
O902031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811,,
O902032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2363,,
O902033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3528,,
O902034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3324,,
O902035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3942,,
O902036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1873,,
O902037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3929,,
O902038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5632,,
O902039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6598,,
O902040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,,
O902041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298,,
O902042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568,,
O902043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,,
O902044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5660,,
O902045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,,
O902046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140,,
O902047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,
O902048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197,,
O902049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266,,
O902050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3875,,
O902051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2402,,
O902052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,,
O902053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,,
O902054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3427,,
O902055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,,
O902056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673,,
O902057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141,,
O902058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6264,,
O902059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,
O902060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4621,,
O902061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3810,,
O902062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,
